trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,29,39,hamming,220,"[0.7663503716334629, 0.7603616520059551, 0.7530497632222495, 0.7629628459153746, 0.7688106226149876]","[0.8056743570113011, 0.7978125053301697, 0.7838978245606212, 0.7907074134240781, 0.8047065413140767]","[0.989321481586249, 0.9938801644415045, 0.9860192971061763, 0.970962619101655, 0.9857445583638333]","[2.561346210231013, 2.5520543217776295, 2.5229668848890467, 2.524632878441108, 2.5592617222928977]",0.7623070510784059,0.7965597283280493,0.9851856241198836,2.5440524035263388,0.016829419919422522
1,45,49,manhattan,463,"[0.7323857272143194, 0.7077126671764673, 0.6997019058876339, 0.7020774387823171, 0.7088181910422067]","[0.7775699800464253, 0.7429054082187814, 0.7294455756947048, 0.7330772684545227, 0.7458286457347001]","[0.9895742025960536, 0.9785495363513428, 0.9962068892365656, 0.9616909554376525, 0.9703935959232673]","[2.4995299098567982, 2.4291676117465917, 2.4253543708189045, 2.396845662674492, 2.425040432700174]",0.7101391860205888,0.7457653756298269,0.9792830359089765,2.435187597559392,0.034193375541151726
2,6,13,hamming,490,"[0.803024667532037, 0.8563442571653646, 0.8048813475262773, 0.7834526718326775, 0.8504132933202831]","[0.8210587962611489, 0.8681656555444625, 0.8356261952745377, 0.8072681972573167, 0.8749643049821969]","[0.9361517682761513, 0.9651518389168586, 0.9668936298815793, 0.9369489516744204, 0.9617670083744883]","[2.560235232069337, 2.689661751626686, 2.607401172682394, 2.5276698207644146, 2.687144606676968]",0.8196232474753279,0.8414166298639326,0.9533826394246997,2.61442251676396,0.06551493903305027
3,41,28,euclidean,473,"[0.6949561975987423, 0.7203718530738693, 0.6877946202972383, 0.7072430920348394, 0.7022595766191071]","[0.7282873186609962, 0.7596544436453959, 0.7131753384810205, 0.738749229299595, 0.738869747922449]","[0.989701401048543, 0.9768256570293146, 0.9957448814270228, 0.9627882394833576, 0.9775492242796937]","[2.4129449173082813, 2.45685195374858, 2.3967148402052816, 2.408780560817792, 2.4186785488212497]",0.7025250679247593,0.7357472156018914,0.9805218806535863,2.4187941641802366,0.020348912512466153
4,28,27,manhattan,12,"[0.6841406159167177, 0.7052427559849893, 0.6824914564761181, 0.6793781099072106, 0.6920088834113404]","[0.7120321504642664, 0.7366154140973333, 0.7237521386980774, 0.7162938253368619, 0.7307400958319029]","[0.9439085781693412, 0.9739319128424466, 0.9736501802454327, 0.9525389981253956, 0.9490537992620288]","[2.3400813445503252, 2.4157900829247696, 2.379893775419628, 2.348210933369468, 2.371802778505272]",0.6886523643392752,0.7238867248856884,0.958616693728929,2.3711557829538923,0.02668737039880087
5,32,35,manhattan,220,"[0.7338765380698764, 0.7243919133068732, 0.7028331794172407, 0.693448910977104, 0.7141484215606845]","[0.7743797475859647, 0.7588176516712143, 0.7288593754197623, 0.7313515820321973, 0.7519873554513071]","[0.9804655216071114, 0.9755459164644388, 0.9924441601991829, 0.9575697703379079, 0.9584501268498119]","[2.4887218072629524, 2.4587554814425263, 2.4241367150361857, 2.3823702633472092, 2.4245859038618036]",0.7137397926663558,0.7490791424320892,0.9728950990916907,2.435714034190135,0.03590030581697974
6,36,12,manhattan,160,"[0.692397145189682, 0.7070289887742198, 0.6885100376842129, 0.6885001329558891, 0.6892789224229291]","[0.7358264156857162, 0.741828611422748, 0.722167763525801, 0.728332741746102, 0.7241664681450812]","[0.9810646671729312, 0.9742421660076832, 0.9923460559892693, 0.9585993845329245, 0.9605756212799893]","[2.409288228048329, 2.4230997662046514, 2.4030238571992832, 2.3754322592349157, 2.3740210118479994]",0.6931430454053865,0.7304644001050897,0.9733655789965596,2.396973024507036,0.01929602497861216
7,20,33,manhattan,83,"[0.7258806162736103, 0.7298705519015327, 0.7026091348863575, 0.7063417456094127, 0.734721405543397]","[0.7621641700355216, 0.7560661171629874, 0.7386684607100739, 0.746297183559806, 0.7662501878947278]","[0.965981030727862, 0.9733357712209308, 0.9780419053529887, 0.9536066046250151, 0.9550771622571691]","[2.454025817036994, 2.459272440285451, 2.41931950094942, 2.406245533794234, 2.456048755695294]",0.719884690842862,0.7538892238726232,0.9652084948367932,2.4389824095522785,0.021852151544868637
8,34,20,euclidean,329,"[0.7143628540755924, 0.7318154987928851, 0.6937054176421377, 0.70802816727707, 0.711362974197941]","[0.7534002905721298, 0.7674982517905917, 0.7260660026933264, 0.7426047952196264, 0.7461988915660845]","[0.9844488289043055, 0.9761685511858154, 0.9865433610460773, 0.960558488093122, 0.9773109433293256]","[2.4522119735520276, 2.475482301769292, 2.4063147813815413, 2.4111914505898184, 2.434872809093351]",0.7118549823971252,0.7471536463683519,0.9770060345117292,2.436014663277206,0.025766746212891305
9,9,18,hamming,50,"[0.7813043020352083, 0.7992279436957077, 0.7726497497848814, 0.7487591343685805, 0.7875370358037391]","[0.8117621944687303, 0.8406528413743198, 0.8134111908302033, 0.783863860912334, 0.8177777467825891]","[0.9275590353606199, 0.9579770892690145, 0.9364039832408733, 0.9404760697156255, 0.9584096791722371]","[2.5206255318645585, 2.597857874339042, 2.522464923855958, 2.47309906499654, 2.5637244617585653]",0.7778956331376233,0.8134935668736354,0.9441651713516741,2.5355543713629323,0.0423559904951311
10,3,10,cosine,362,"[0.8091062009107648, 0.8032141733007468, 0.8425712557409435, 0.801433405963408, 0.8598719743038976]","[0.8144841389512172, 0.8127706730102376, 0.8580256422668755, 0.8228313032196343, 0.8703185979553697]","[0.9272367648088903, 0.9487638425258801, 0.9565420362121523, 0.9420334689135818, 0.9474931838993297]","[2.5508271046708724, 2.5647486888368647, 2.6571389342199714, 2.566298178096624, 2.677683756158597]",0.8232394020439522,0.8356860710806668,0.9444138592719667,2.603339332396586,0.05299114915493825
11,4,10,cosine,370,"[0.807514452937119, 0.8024097536976095, 0.8294906022689454, 0.8089869164649381, 0.8570010781522626]","[0.8178573418730514, 0.8182215193126453, 0.8450517729258555, 0.8330882788794765, 0.8653224138496551]","[0.9285515370717572, 0.9588963294105922, 0.9596545574020082, 0.9423063236939844, 0.9586016628413953]","[2.5539233318819274, 2.579527602420847, 2.6341969325968093, 2.584381519038399, 2.680925154843313]",0.8210805607041749,0.8359082653681368,0.9496020820839475,2.6065909081562593,0.0453590694103693
12,15,17,cosine,379,"[0.7805192406781905, 0.7773272047995411, 0.7845546479691808, 0.7639178221532031, 0.7940113839634225]","[0.8130041946540381, 0.8065026555437816, 0.8160234729674872, 0.7944201476642698, 0.8210854259896201]","[0.9432353944808929, 0.9895499359482798, 0.977604405299342, 0.9636004714824763, 0.9746003584570221]","[2.536758829813121, 2.5733797962916025, 2.5781825262360103, 2.521938441299949, 2.5896971684100647]",0.7800660599127076,0.8102071793638395,0.9697181131336027,2.5599913524101496,0.026001457225057856
13,6,21,cosine,499,"[0.8070322439011709, 0.8302133212908837, 0.8264256828796522, 0.7835698167749601, 0.8264112733647642]","[0.8240111727682895, 0.8563320966520055, 0.8464428671698141, 0.802335977991867, 0.8334706915043211]","[0.9320192895872975, 0.9647097305969716, 0.9669632116450749, 0.9524293050930481, 0.9603457762917239]","[2.563062706256758, 2.6512551485398608, 2.6398317616945413, 2.538335099859875, 2.620227741160809]",0.8147304676422863,0.8325185612172594,0.9552934626428232,2.6025424915023687,0.04417561152303531
14,14,10,hamming,408,"[0.7869571841756838, 0.8129343072941915, 0.7859320592075079, 0.7608853734159701, 0.7954588469252097]","[0.8199135077154612, 0.8451453920892245, 0.8143990290180831, 0.7891037372477326, 0.8264061692919132]","[0.9644928131112489, 0.9878820527475487, 0.9883197112453069, 0.9587536258764411, 0.9786530438203209]","[2.571363505002394, 2.6459617521309644, 2.588650799470898, 2.508742736540144, 2.6005180600374436]",0.7884335542037126,0.8189935670724828,0.9756202493601733,2.5830473706363692,0.044615096471993944
15,20,15,cosine,298,"[0.7674725954372177, 0.7540895222705457, 0.7699230662910627, 0.7518236448572551, 0.7842369417805227]","[0.8031031729005417, 0.7880826251864491, 0.8043979273751088, 0.7856821199785088, 0.8149396263296736]","[0.959201272340961, 0.9921275332798014, 0.9789383043796462, 0.966267634209319, 0.9820387876729985]","[2.5297770406787206, 2.5342996807367966, 2.553259298045818, 2.503773399045083, 2.5812153557831947]",0.7655091541273208,0.7992410943540564,0.9757147063765451,2.5404649548579226,0.02577907203774954
16,10,24,hamming,424,"[0.7963406753395406, 0.7910137929063786, 0.8164117434101928, 0.7802185975487537, 0.8100600786073795]","[0.8248751081420777, 0.8121271109764266, 0.8481513009065129, 0.8108081254364895, 0.8330811116578869]","[0.9627630196379162, 0.986688053790168, 0.9718575635578872, 0.9507089808752305, 0.9721034504183207]","[2.5839788031195345, 2.589828957672973, 2.6364206078745926, 2.5417357038604735, 2.615244640683587]",0.7988089775624492,0.8258085514238787,0.9688242136559045,2.593441742642232,0.03193325259289505
17,22,14,cosine,315,"[0.7481719998483313, 0.7541701370037349, 0.7627215088191253, 0.7389022817888872, 0.7861192608625709]","[0.7797848581830524, 0.7848373152807256, 0.7989512751431649, 0.7764625271852147, 0.8141847987749755]","[0.9549935267544274, 0.9921228402871667, 0.9798556881313109, 0.969165194133709, 0.9834176065656354]","[2.482950384785811, 2.5311302925716275, 2.541528472093601, 2.484530003107811, 2.5837216662031817]",0.75801703766453,0.7908441549134266,0.9759109711744498,2.5247721637524068,0.03785428958460893
18,4,44,hamming,443,"[0.8195876358508213, 0.8583095403008048, 0.8335539607830057, 0.8167421297177061, 0.8402173685914588]","[0.8406942145480032, 0.8680678287531777, 0.8519814440547401, 0.8428254481207528, 0.8519561729864321]","[0.9337632009521866, 0.9575642060299142, 0.9638165654639758, 0.9358433626453906, 0.9574763115783134]","[2.594045051351011, 2.6839415750838964, 2.6493519703017214, 2.5954109404838492, 2.6496498531562045]",0.8336821270487593,0.8511050216926211,0.949692729333956,2.6344798780753367,0.034811273572980916
19,11,45,hamming,435,"[0.8040331629534541, 0.7895391070637373, 0.7987009958492908, 0.7780355682289577, 0.8114152317226558]","[0.82866548964193, 0.8153912563557022, 0.8267716150152288, 0.8060474827239434, 0.8350029240007382]","[0.9715639035938008, 0.9861117354385617, 0.9764945511146188, 0.9569181386655237, 0.9771183553649396]","[2.604262556189185, 2.591042098858001, 2.6019671619791387, 2.5410011896184246, 2.6235365110883335]",0.7963448131636192,0.8223757535475086,0.9736413368354888,2.5923619035466166,0.027732318683746385
20,50,44,hamming,273,"[0.7420018537788856, 0.7358757498741327, 0.7170299137682146, 0.7351173822846951, 0.7552569069314363]","[0.784999031126568, 0.7723872344071421, 0.7547702709633284, 0.7702776667749817, 0.7952026690333139]","[0.9934490651701415, 0.9951592185424795, 0.9971326455406119, 0.9714999450355976, 0.988739642009393]","[2.5204499500755952, 2.5034222028237543, 2.4689328302721547, 2.4768949940952742, 2.539199217974143]",0.7370563613274729,0.7755273744610668,0.9891961032596447,2.5017798390481842,0.02626656360323744
21,3,39,hamming,363,"[0.8213900843633539, 0.8359073300186114, 0.8334685349433173, 0.8254256611122117, 0.8595017857878432]","[0.8375019644982751, 0.8506621657660298, 0.851529404424468, 0.8485136356600596, 0.8753952831904335]","[0.9264511038694634, 0.944564558994415, 0.9487836494231651, 0.9324480702402589, 0.9400729260523947]","[2.5853431527310926, 2.6311340547790563, 2.6337815887909506, 2.6063873670125304, 2.674969995030671]",0.8351386792450676,0.852720490707853,0.9384640617159394,2.6263232316688603,0.030073524119661885
22,6,40,hamming,446,"[0.8056311807787462, 0.8571067062135854, 0.8522194039578562, 0.7802034491625593, 0.834598320972411]","[0.8266750440804839, 0.8695085664220886, 0.8784055473905371, 0.7992629551370498, 0.8555085376101981]","[0.9645665007766414, 0.9649866131050269, 0.9671301823944841, 0.9476711908335982, 0.9628660715320335]","[2.5968727256358717, 2.6916018857407007, 2.6977551337428776, 2.5271375951332073, 2.6529729301146427]",0.8259518122170316,0.8458721301280715,0.9614441117283569,2.63326805407346,0.06409055429315422
23,15,40,hamming,410,"[0.8033931961771364, 0.7853430150973694, 0.8003641121922616, 0.7660925228116143, 0.7949453129828962]","[0.8302826979566604, 0.8127216120832395, 0.8285313087890068, 0.7897376563363213, 0.8256267387778911]","[0.9720615109666225, 0.9915876860960563, 0.9838372280977222, 0.9608927498699219, 0.981142832957003]","[2.6057374051004194, 2.589652313276665, 2.612732649078991, 2.5167229290178574, 2.6017148847177904]",0.7900276318522556,0.8173800027886238,0.9779044015974652,2.585312036238345,0.035103967792889004
24,3,39,hamming,347,"[0.8213517269322275, 0.8359043701251676, 0.8334765567626008, 0.8251195846043743, 0.8595063898394085]","[0.8374832551518918, 0.8506584025415314, 0.8516853770849638, 0.8475775103646644, 0.8754092259353472]","[0.926682642034342, 0.9444709035167592, 0.9487844321873137, 0.9324483834277006, 0.9400664958587379]","[2.585517624118461, 2.631033676183458, 2.6339463660348783, 2.6051454783967394, 2.6749821116334935]",0.8350717256527558,0.8525627542156797,0.9384905714049708,2.626125051273406,0.030203925335513457
25,8,49,hamming,450,"[0.8016660859151638, 0.8318103907901053, 0.809483454297649, 0.7868632159102132, 0.8300132477364065]","[0.8280501380724662, 0.8587835020177599, 0.8429025442762444, 0.8159034075332808, 0.8630128088431904]","[0.9698127041018202, 0.9694613330190026, 0.9749043105156887, 0.949871836554452, 0.9643571374465965]","[2.59952892808945, 2.6600552258268677, 2.6272903090895823, 2.552638459997946, 2.6573831940261936]",0.8119672789299075,0.8417304801485883,0.9656814643275119,2.619379223406008,0.04002446241232992
26,13,44,euclidean,425,"[0.788188053605885, 0.7804479999382444, 0.781838489036535, 0.7508998324248688, 0.7634328689411356]","[0.8209264757232485, 0.8097583786570106, 0.8093279223212737, 0.775692807955125, 0.7992807114335876]","[0.9580335646169058, 0.9708900424756763, 0.9789915755950092, 0.9439076572432006, 0.9591775009828274]","[2.567148093946039, 2.561096421070931, 2.5701579869528177, 2.4705002976231945, 2.5218910813575506]",0.7729614487893338,0.802997259218049,0.9622000681827239,2.5381587761901065,0.03803359883898476
27,17,35,hamming,401,"[0.797943059375354, 0.7828023988354633, 0.8016068485259465, 0.7674737503009659, 0.7880514643439875]","[0.8273660904167176, 0.8113836696586689, 0.8294953869618196, 0.7897690636966126, 0.818937649771072]","[0.9725943663898841, 0.9943897174988433, 0.9838306762373444, 0.9647193889598554, 0.983049439774011]","[2.597903516181956, 2.5885757859929757, 2.6149329117251106, 2.521962202957434, 2.5900385538890704]",0.7875755042763435,0.8153903721009781,0.9797167177719877,2.582682594149309,0.03177283497441668
28,24,41,hamming,272,"[0.7821221623682595, 0.7789128625369703, 0.7814946924051788, 0.7664502582066105, 0.7759749779955314]","[0.8184606569593297, 0.8090958436886914, 0.8164648747183252, 0.7939855787021806, 0.8064803230170945]","[0.9799902231918067, 0.9943302584176059, 0.9860490769510704, 0.9704942011919665, 0.9857481360612865]","[2.580573042519396, 2.5823389646432675, 2.5840086440745744, 2.530930038100758, 2.5682034370739126]",0.7769909907025101,0.8088974554171242,0.9833223791627473,2.5692108252823815,0.019934176496027398
29,6,37,hamming,207,"[0.8050070892108342, 0.8615477171625505, 0.8346537085126622, 0.7859725224121177, 0.8472621652195335]","[0.8263775067057796, 0.87406990667541, 0.8674302316021683, 0.8123180986719868, 0.87788792257188]","[0.9656179810161702, 0.9647740640385516, 0.9671248964948752, 0.9492026739792481, 0.9706451203904263]","[2.597002576932784, 2.700391687876512, 2.6692088366097058, 2.5474932950633526, 2.6957952081818397]",0.8268886405035396,0.851616733245445,0.9634729471838543,2.641978320932839,0.06000019572770061
30,7,33,hamming,170,"[0.8019223905133535, 0.8383846995051398, 0.8099699662405879, 0.779936602730554, 0.8177326541544073]","[0.8257468133251966, 0.8625364639899642, 0.8371222672321383, 0.8092222350796036, 0.8377461969813511]","[0.9642233762164895, 0.9780699279403001, 0.9576181738625305, 0.9501856964121242, 0.964008457493384]","[2.5918925800550396, 2.678991091435404, 2.604710407335257, 2.539344534222282, 2.619487308629142]",0.8095892626288086,0.8344747953216507,0.9628211263849658,2.6068851843354244,0.04505401787019627
31,11,36,hamming,211,"[0.804468850878931, 0.7884149159470435, 0.7898028313830789, 0.7786345362664203, 0.8108988382912367]","[0.8275308380143749, 0.8144869925969731, 0.8262875877126977, 0.8067502798268136, 0.8340100131961402]","[0.9693571258357716, 0.9865448732482419, 0.9816876943880275, 0.9563112318692855, 0.977110055942907]","[2.6013568147290775, 2.5894467817922586, 2.597778113483804, 2.5416960479625192, 2.622018907430284]",0.7944439945533421,0.8218131422693998,0.9742021962568467,2.590459333079589,0.026635351026863596
32,3,46,hamming,171,"[0.8094896134468246, 0.8070600575270959, 0.8162707107492515, 0.8221872741521234, 0.8606026520848289]","[0.818312499184901, 0.8171537077684754, 0.8369981563732424, 0.8454211352289586, 0.8713199731562188]","[0.9242286563533032, 0.9460479449818099, 0.9375877598308869, 0.9293847371971915, 0.9372357816450011]","[2.552030768985029, 2.5702617102773813, 2.590856626953381, 2.5969931465782734, 2.6691584068860488]",0.8231220615920248,0.8378410943423592,0.9348969760016386,2.5958601319360226,0.039938072419795266
33,6,38,hamming,461,"[0.8053123520128047, 0.8572979448459921, 0.8571793639178162, 0.7904590635111434, 0.8308321993056696]","[0.8228742893121955, 0.8698922368772785, 0.8855156648211724, 0.8125555439965866, 0.8529909396013321]","[0.9622984528642299, 0.9649891279585764, 0.9721305621033087, 0.9376699062497704, 0.9639764171692966]","[2.59048509418923, 2.6921793096818467, 2.714825590842297, 2.5406845137575003, 2.6477995560762984]",0.8282161847186853,0.848765734921713,0.9602128932690365,2.6371948129094345,0.06427803483419271
34,6,42,hamming,466,"[0.8044747697404487, 0.8583779231040048, 0.8523241986716086, 0.7842185346815701, 0.8313912808909606]","[0.8220373680084314, 0.8708331716468233, 0.8785681589629395, 0.8063945556458684, 0.8531403267997206]","[0.9681162100955, 0.964987639649337, 0.960463622792523, 0.9481254336569538, 0.9628668208218282]","[2.59462834784438, 2.694198734400165, 2.691355980427071, 2.5387385239843923, 2.6473984285125094]",0.8261573414177186,0.8461947162127567,0.9609119454032283,2.6332640030337036,0.059523577428108834
35,18,37,euclidean,132,"[0.7634451409198494, 0.7524997506272239, 0.7239708866660944, 0.7234458812889231, 0.7287657899071992]","[0.8014903542238802, 0.7884406205084015, 0.7612951482081176, 0.7563938530043004, 0.7610627631963558]","[0.947227959877886, 0.9738108207867281, 0.9812567684294607, 0.9519031692035103, 0.9568865579928197]","[2.5121634550216156, 2.5147511919223535, 2.466522803303673, 2.4317429034967337, 2.446715111096375]",0.738425489881858,0.7737365478282111,0.962217055258081,2.4743790929681504,0.03377107111920483
36,12,31,hamming,473,"[0.8027581538596875, 0.791026996820251, 0.7999259663608556, 0.7827123968958574, 0.8128393734105454]","[0.8282465467288691, 0.815703798941309, 0.8293758872034105, 0.8139359397700175, 0.8366920525093677]","[0.9722711768248249, 0.9910107028033217, 0.987754548256494, 0.9563772016636167, 0.9771278685679607]","[2.6032758774133815, 2.597741498564882, 2.61705640182076, 2.5530255383294915, 2.626659294487874]",0.7978525774694394,0.8247908450305947,0.9769082996232437,2.5995517221232776,0.025389235164465413
37,8,50,hamming,232,"[0.7988183553007712, 0.831986280560554, 0.8136587525454553, 0.7799950193699042, 0.8172361244435976]","[0.8264207875422395, 0.8560739373675456, 0.8416057517807825, 0.8091112088313644, 0.8423130798552105]","[0.9671791501250524, 0.9827737895174132, 0.9728394298931434, 0.955337603109678, 0.9620593808341594]","[2.592418292968063, 2.670834007445513, 2.6281039342193813, 2.5444438313109465, 2.6216085851329676]",0.8083389064440565,0.8351049530754284,0.9680378706958892,2.6114817302153748,0.04185460117616336
38,41,48,manhattan,498,"[0.7270133636577084, 0.7211342800722734, 0.6988580570344444, 0.7139056386484236, 0.7118986838942256]","[0.7726638490674013, 0.7576314111437231, 0.7286840324774476, 0.7472608972061616, 0.7496801679504494]","[0.9875168221679705, 0.978547918342063, 0.9958894575990463, 0.9612383372117508, 0.9704091310808611]","[2.48719403489308, 2.4573136095580597, 2.4234315471109382, 2.422404873066336, 2.431987982925536]",0.714562004661415,0.7511840715690367,0.9787203332803383,2.44446640951079,0.02480156638754148
39,6,28,euclidean,451,"[0.8019521835302935, 0.8130598069913438, 0.8103618688003033, 0.7634455924892748, 0.8094486354257134]","[0.8211272906692195, 0.8286583117585806, 0.8411846380636234, 0.7864653640452552, 0.8340088860618411]","[0.9473967095566488, 0.9559384428098672, 0.9716221126511361, 0.9328648180571547, 0.9543709452054362]","[2.570476183756162, 2.5976565615597917, 2.6231686195150625, 2.4827757745916847, 2.5978284666929907]",0.7996536174473858,0.8222888981197041,0.9524386056560485,2.5743811212231384,0.04874121908635849
40,27,42,hamming,127,"[0.7601265185623816, 0.7543354442035514, 0.7501038802659807, 0.7426291314653868, 0.7625988644935591]","[0.8017713081488774, 0.793528793291423, 0.782659543067218, 0.7747628654798521, 0.8016920912965247]","[0.9874901806568931, 0.983393802942802, 0.9586494473821761, 0.969899714326151, 0.9807586078712286]","[2.5493880073681523, 2.5312580404377765, 2.491412870715375, 2.4872917112713897, 2.5450495636613124]",0.753958767798172,0.7908829202567791,0.9760383506358501,2.520880038690801,0.02646153005022498
41,6,43,hamming,465,"[0.8047309114391068, 0.8575141599827737, 0.8547907361412248, 0.7857901207124321, 0.8339724256648207]","[0.822165185990501, 0.8705257252039609, 0.8806430160132304, 0.8080290013306217, 0.8548802639076968]","[0.9579150681360137, 0.9650306098139096, 0.9721293896684885, 0.9477665581499533, 0.9628677488437082]","[2.5848111655656214, 2.693070495000644, 2.7075631418229436, 2.5415856801930072, 2.6517204384162256]",0.8273596707880715,0.8472486384892022,0.9611418749224147,2.635750184199688,0.06349725248683524
42,9,47,hamming,391,"[0.8014369874586413, 0.8010075958299783, 0.8141762845734228, 0.7856940112277063, 0.8194033930582613]","[0.8277058686537714, 0.8198217707914196, 0.8469256514016681, 0.8144864680454222, 0.8452610811755225]","[0.9698154750309462, 0.9694344500531288, 0.9764368489802873, 0.9507728315545312, 0.9710188312464484]","[2.598958331143359, 2.5902638166745264, 2.637538784955378, 2.55095331082766, 2.635683305480232]",0.804343654429602,0.8308401680135606,0.9674956873730682,2.602679509816231,0.03208743012510525
43,5,38,hamming,444,"[0.8046957841534672, 0.8599683131351711, 0.8422185295850885, 0.8016522654504102, 0.8386193752868247]","[0.8214561480430653, 0.870577569274857, 0.8607772172593715, 0.822019580664384, 0.8542213098231425]","[0.9331027659188503, 0.9606485748895863, 0.9594548039894719, 0.9375957565002945, 0.9596650311771354]","[2.559254698115383, 2.6911944572996145, 2.662450550833932, 2.5612676026150885, 2.6525057162871026]",0.8294308535221923,0.845810365012964,0.9500933864950676,2.625334605030224,0.05463427085102984
44,31,43,manhattan,479,"[0.7413571884269113, 0.7361736373862355, 0.7206089269061132, 0.7364056527010366, 0.7229580279361083]","[0.7844318881890636, 0.7712935624280255, 0.7550699608182703, 0.7669782463832149, 0.7600561913716969]","[0.9811542408626159, 0.9784421679402141, 0.9929607162371522, 0.9602884002650085, 0.9674144567573443]","[2.5069433174785907, 2.4859093677544752, 2.468639603961536, 2.46367229934926, 2.4504286760651492]",0.731500686671281,0.7675659698380543,0.976051996412467,2.475118652921802,0.019554236591958356
45,9,33,hamming,465,"[0.8039447056109296, 0.7918414383852576, 0.8047801533272018, 0.775822304149092, 0.8187857387359643]","[0.8288479755428739, 0.8107696013047212, 0.8313119440656555, 0.8019523319999134, 0.8425250301527236]","[0.9693776147300632, 0.9699143228235141, 0.9714334268660209, 0.9508816820021359, 0.970996920484112]","[2.602170295883867, 2.5725253625134927, 2.607525524258878, 2.5286563181511412, 2.6323076893727997]",0.799034868041689,0.8230813766131775,0.9665207933811694,2.588637038036036,0.03550865419583648
46,5,41,hamming,244,"[0.8049334250497385, 0.8586428387124979, 0.8479781426788153, 0.8016020444107008, 0.8386459091629516]","[0.8215746797288123, 0.8691574868282721, 0.869887791536295, 0.8219912034540947, 0.8549073432968234]","[0.935370851607076, 0.9647938127798282, 0.9666455214789517, 0.9375027631490217, 0.9581100860380224]","[2.561878956385627, 2.6925941383205982, 2.684511455694062, 2.561096011013817, 2.6516633384977975]",0.8303604720029408,0.8475037009688595,0.95248460701058,2.63034877998238,0.05787305630911997
47,13,46,hamming,201,"[0.801180845368151, 0.8095243284092122, 0.7828461054295696, 0.7806803153986531, 0.7949381359460799]","[0.8288952896461399, 0.8429283315166691, 0.8129524297998024, 0.8107260435901179, 0.8240777636014499]","[0.9695393075552994, 0.9887859716480111, 0.9710819928087925, 0.9584500269097735, 0.9801986779505896]","[2.5996154425695903, 2.6412386315738923, 2.5668805280381646, 2.5498563858985444, 2.5992145774981195]",0.7938339461103332,0.823915971630836,0.9736111953744931,2.591361113115662,0.03143093740948734
48,7,38,manhattan,486,"[0.7964929626882359, 0.8084583199575144, 0.7990786544173427, 0.7734503718222508, 0.8086101560043466]","[0.8203210464960375, 0.829732205323969, 0.831667000192487, 0.7979643776446997, 0.8318061095572382]","[0.9569667047054358, 0.9614488092269039, 0.9681097753636702, 0.9378380114897108, 0.9497652331853625]","[2.5737807138897093, 2.5996393345083875, 2.5988554299735, 2.5092527609566613, 2.590181498746947]",0.797218092977938,0.8222981478428864,0.9548257067942167,2.5743419476150406,0.03384871396131394
