trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.00011541039390580609,"[0.9088487716702899, 0.8947515847451466, 0.9292627400655239, 0.8878716069882825, 0.9488699460476151]","[0.8714625559190009, 0.8691589232739801, 0.8805792535558763, 0.8641404547729857, 0.8852097973479738]","[0.9998170419865473, 0.9997894463128774, 0.9998416468682216, 0.9996590871624247, 0.9998213212820183]","[2.780128369575838, 2.7636999543320044, 2.809683640489622, 2.751671148923693, 2.8339010646776073]",0.9139209299033716,0.8741101969739633,0.9997857087224178,2.7878168355997532,0.030163423091417303
1,0.10262367264023729,"[0.9019964165688333, 0.8847355159172408, 0.90358189328823, 0.8832185572753132, 0.9312792579663305]","[0.8309514114751307, 0.820902222689951, 0.8173361412076123, 0.8256297381881896, 0.8438198998730401]","[0.9996846848975339, 0.9996286099206415, 0.999756155088962, 0.999471638022194, 0.9997320498688967]","[2.732632512941498, 2.705266348527833, 2.7206741895848046, 2.7083199334856967, 2.7748312077082673]",0.9009623282031896,0.8277278826867848,0.9996546275596456,2.72834483844962,0.025186579955567924
2,0.0943278115689808,"[0.9020364566088733, 0.8847890355996435, 0.9169227881014868, 0.8842477683045241, 0.9312776142109027]","[0.831092994201883, 0.8214828913783861, 0.8260296047143741, 0.8274254154412704, 0.8428989767606061]","[0.9996908037443296, 0.9996264373557396, 0.9997596160483971, 0.9994842823181712, 0.9997372849160265]","[2.7328202545550857, 2.7058983643337693, 2.7427120088642583, 2.7111574660639657, 2.7739138758875352]",0.9038547325650861,0.8297859764993039,0.9996596848765329,2.733300393940923,0.024410835408392888
3,0.0006352975401357891,"[0.908759813880659, 0.894445996927876, 0.9290055167433361, 0.8877796908377777, 0.9487536147124318]","[0.8703596784928177, 0.8615966029091999, 0.8712233596572166, 0.8597312420394969, 0.8829108438224539]","[0.9998112839511768, 0.9997778088265017, 0.9998354979992234, 0.9996516251378168, 0.9998146963662669]","[2.7789307763246534, 2.7558204086635776, 2.800064374399776, 2.7471625580150913, 2.831479154901152]",0.9137489266204162,0.8691643453842369,0.9997781824561971,2.78269145446085,0.03059593550259124
4,0.0007123058526403595,"[0.9087568546441419, 0.894445996927876, 0.9290009142810187, 0.8877796908377777, 0.9487536147124318]","[0.8681763707543605, 0.8599491374714119, 0.8707297995647814, 0.8597312420394969, 0.8799898989850631]","[0.99981074431896, 0.9997772395206195, 0.99983525968811, 0.999650563389659, 0.9998141389943536]","[2.7767439697174625, 2.754172373919907, 2.7995659735339102, 2.7471614962669335, 2.8285576526918486]",0.9137474142806493,0.8677152897630227,0.9997775891823405,2.7812402932260123,0.029963366461063484
5,0.0020481042263457983,"[0.9086649376179939, 0.8944312007452909, 0.9289549160854859, 0.888089090260168, 0.9487490117204871]","[0.8598436043709698, 0.8549334291276746, 0.8633411510911216, 0.8537609842807602, 0.8792879115270311]","[0.9998063724827639, 0.999770769117704, 0.9998281294552855, 0.9996493156707102, 0.9998093517781491]","[2.768314914471728, 2.7491353989906697, 2.7921241966318933, 2.7414993902116382, 2.827846275025667]",0.9137778312858853,0.8622334160795114,0.9997727877009226,2.775784035066319,0.03136511485563014
6,0.03243762756125224,"[0.902477499196141, 0.8932231642036057, 0.9280921917236931, 0.8851995633974825, 0.9395067502532988]","[0.8383630750383159, 0.8344760004075621, 0.846071563128089, 0.8336192923151442, 0.8551760712187401]","[0.9997568090483986, 0.9997050445676976, 0.9997952630609257, 0.99957463506151, 0.9997729989338922]","[2.7405973832828554, 2.7274042091788653, 2.773959017912708, 2.7183934907741367, 2.794455820405931]",0.9096998337548442,0.8415412004215703,0.9997209501344848,2.7509619843108992,0.02878776763710704
7,0.003080399260654173,"[0.9086649376179939, 0.8943452021921771, 0.9289549160854859, 0.888086131242562, 0.9487266533094405]","[0.8580856218564216, 0.8499344055299574, 0.8583890254001032, 0.8532373937034872, 0.8752938336091741]","[0.9998046344623118, 0.9997669765525119, 0.99982480346064, 0.9996460072140284, 0.9998074247602833]","[2.7665551939367274, 2.7440465842746464, 2.787168744946229, 2.7409695321600775, 2.8238279116788982]",0.9137555680895317,0.8589880560198286,0.999769969289955,2.772513593399316,0.03062297718865975
8,0.00031941691216058127,"[0.908802813157216, 0.894445996927876, 0.9290758158282822, 0.8877796908377777, 0.9488240275745811]","[0.8706384649507067, 0.8615966029091999, 0.876459575177627, 0.8608952188372812, 0.8832424172730049]","[0.9998141765182068, 0.9997813096362591, 0.9998400477174316, 0.9996549630391849, 0.999817679532172]","[2.7792554546261297, 2.755823909473335, 2.805375438723341, 2.748329872714244, 2.831884124379758]",0.9137856688651466,0.8705664558295639,0.9997816352886509,2.7841337599833613,0.031107780564737376
9,0.01183019328478308,"[0.9034942554631057, 0.8938305364651552, 0.9316635562395996, 0.887937408647459, 0.9485332812107741]","[0.8466346116622936, 0.8419868665908191, 0.8534720479595664, 0.8466788537811606, 0.8674621792373354]","[0.9997865835553965, 0.9997453770509144, 0.9998093897939694, 0.9996168896851603, 0.9997907299434763]","[2.7499154506807955, 2.7355627801068887, 2.7849449939931357, 2.73423315211378, 2.8157861903915857]",0.9130918076052186,0.851246911846235,0.9997497940057833,2.7640885134572377,0.031665686012910345
10,7.548469585517633,"[0.644748762736277, 0.6555384868003464, 0.6443330183823293, 0.6529673460442155, 0.6351956632904423]","[0.6375517411933225, 0.6551289682443557, 0.6442463747087613, 0.6526213222632827, 0.6315076494162052]","[0.9381365442056544, 0.9350077728906118, 0.9485508112168506, 0.9285001575244451, 0.9469576102632056]","[2.220437048135254, 2.245675227935314, 2.2371302043079413, 2.234088825831943, 2.213660922969853]",0.6465566554507222,0.6442112111651854,0.9394305792201536,2.230198445836061,0.01158869849289624
11,0.00013695635854778254,"[0.9088087316302499, 0.8947515847451466, 0.9292627400655239, 0.8878286079306363, 0.9488299460476152]","[0.8711656370604266, 0.8691589232739801, 0.8805792535558763, 0.8634400670506056, 0.8845493112284672]","[0.9998168254853316, 0.9997888623341334, 0.9998413710318161, 0.9996581003418256, 0.9998210506519605]","[2.779791194176008, 2.7636993703532604, 2.8096833646532167, 2.7509267753230677, 2.833200307928043]",0.9138963220838343,0.8737786384338712,0.9997852419690135,2.787460202486719,0.030146669185592744
12,0.00011770862563523445,"[0.9088487716702899, 0.8947515847451466, 0.9292627400655239, 0.8878716069882825, 0.9488299460476152]","[0.8714625559190009, 0.8691589232739801, 0.8805792535558763, 0.8641404547729857, 0.8848624159423507]","[0.9998170345517537, 0.9997892926561092, 0.9998416460956392, 0.9996589402795841, 0.9998212843717181]","[2.7801283621410446, 2.7636998006752362, 2.8096836397170395, 2.7516710020408524, 2.833513646361684]",0.9139129299033716,0.8740407206928387,0.999785639590961,2.7877392901871714,0.030045268682452587
13,1.340452987782454,"[0.7817729133118236, 0.7655699740989526, 0.7675838261897431, 0.7864991454811198, 0.7791655304494957]","[0.7478300107847289, 0.7377185609857618, 0.7302612959672455, 0.7485822765996869, 0.7385101187913701]","[0.9967593640844502, 0.9969184857497947, 0.9990175727968122, 0.9964582821576415, 0.9990165613853464]","[2.526362288181003, 2.500207020834509, 2.496862694953801, 2.5315397042384484, 2.516692210626212]",0.776118277906227,0.7405804526257587,0.9976340532348089,2.514332783766795,0.013791991627225142
14,0.00010224050482829525,"[0.9088888117103299, 0.8947515847451466, 0.9292627400655239, 0.8879116470283226, 0.9488699460476151]","[0.8717686181457371, 0.8691589232739801, 0.8805792535558763, 0.864521589983714, 0.8852097973479738]","[0.9998174052336695, 0.9997901532648085, 0.9998416803578738, 0.9996592282945828, 0.999821374456489]","[2.7804748350897364, 2.763700661283935, 2.809683673979274, 2.752092465306619, 2.833901117852078]",0.9139369459193876,0.8742476364614562,0.9997859683214847,2.7879705507023287,0.030045056224694163
15,0.005679780789804288,"[0.90365901914496, 0.8942562444025459, 0.9287469538039591, 0.888071008282715, 0.948656240447291]","[0.8521423872922914, 0.8477177150315136, 0.8554078603389117, 0.8507062824044, 0.8737790968342973]","[0.9997988457096499, 0.999755990390553, 0.9998194588329753, 0.9996325558504984, 0.9998019980351266]","[2.7556002521469014, 2.7417299498246126, 2.783974272975846, 2.738409846537613, 2.822237335316715]",0.9126778932162942,0.8559506683802829,0.9997617697637606,2.7683903313603375,0.031354586941867775
16,30.65504371119716,"[0.4795737541366276, 0.46716399458075847, 0.46319077802104774, 0.4662628519464186, 0.4632556522409936]","[0.5146849642451652, 0.5066800623663196, 0.4996509048998858, 0.5029531657860847, 0.503163456991258]","[0.8280649287937042, 0.8244730801862714, 0.8291418889903358, 0.831645946055409, 0.832493418409631]","[1.822323647175497, 1.7983171371333495, 1.7919835719112693, 1.8008619637879124, 1.7989125276418827]",0.46788940618516917,0.5054265108577427,0.8291638524870704,1.8024797695299823,0.010359726473590136
17,0.7190813016924645,"[0.806429624194008, 0.7955284121000871, 0.8017703748358666, 0.8126272870801684, 0.8131874735138895]","[0.7592724615234464, 0.7574630405717383, 0.764931400660777, 0.7697056799710811, 0.7634713989832634]","[0.9989486620183513, 0.9987104361926096, 0.9994836772405988, 0.9985110891044061, 0.9994257869160903]","[2.5646507477358056, 2.551701888864435, 2.5661854527372423, 2.5808440561556556, 2.576084659413243]",0.8059086343448041,0.7629687963420613,0.9990159302944113,2.5678933609812757,0.010103594766630567
18,0.0011260861984364664,"[0.9087568546441419, 0.894445996927876, 0.9289979552634127, 0.8877396507977378, 0.9487536147124318]","[0.8681763707543605, 0.8599491374714119, 0.8699664048073091, 0.8551921767566408, 0.8799898989850631]","[0.9998089181533873, 0.9997743431321474, 0.9998327616351116, 0.9996481538526713, 0.9998123279994121]","[2.77674214355189, 2.7541694775314354, 2.7987971217058334, 2.74257998140705, 2.828555841696907]",0.9137388144691201,0.8666547977549571,0.9997753009545459,2.780168913178623,0.030948170221005582
19,0.0001355053986405068,"[0.9088087316302499, 0.8947515847451466, 0.9292627400655239, 0.8878286079306363, 0.9488299460476152]","[0.8711656370604266, 0.8691589232739801, 0.8805792535558763, 0.8634400670506056, 0.8845493112284672]","[0.9998168336582621, 0.999788989469826, 0.9998414084364055, 0.999658101514248, 0.9998210523759465]","[2.7797912023489384, 2.763699497488953, 2.809683402057806, 2.75092677649549, 2.833200309652029]",0.9138963220838343,0.8737786384338712,0.9997852770909376,2.787460237608643,0.03014665448246286
20,0.020251275869351926,"[0.9032313269482323, 0.8934225748954261, 0.9284217100590766, 0.8876259999363856, 0.9429805205147497]","[0.8415482451668892, 0.8361793069554149, 0.8499389703794499, 0.8399632047243419, 0.8584170591118191]","[0.9997761118801364, 0.9997272702139827, 0.9998019425184039, 0.9996032578624567, 0.9997844409677397]","[2.744555683995258, 2.7293291520648237, 2.7781626229569305, 2.7271924625231843, 2.8011820205943083]",0.911136426470774,0.845209357267583,0.9997386046885438,2.7560843884269013,0.02899911015241132
21,0.00011311540708037951,"[0.9088487716702899, 0.8947515847451466, 0.9292627400655239, 0.8878716069882825, 0.9488699460476151]","[0.8714625559190009, 0.8691589232739801, 0.8805792535558763, 0.8641404547729857, 0.8852097973479738]","[0.9998172652012407, 0.9997896003837198, 0.9998416521576726, 0.9996590950176995, 0.9998213298716152]","[2.7801285927905317, 2.7637001084028467, 2.809683645779073, 2.7516711567789676, 2.833901073267204]",0.9139209299033716,0.8741101969739633,0.9997857885263896,2.7878169154037247,0.030163388584095077
22,0.00042779247080237015,"[0.9087627731171759, 0.894445996927876, 0.9290728568106762, 0.8877796908377777, 0.9488210683380642]","[0.8703665099780035, 0.8615966029091999, 0.8731247519591534, 0.8606003975898253, 0.8829471427383662]","[0.9998127185316057, 0.9997801450540547, 0.9998373464186503, 0.9996530270986577, 0.9998163494223236]","[2.778942001626785, 2.7558227448911303, 2.8020349551884802, 2.748033115526261, 2.831584560498754]",0.9137764772063139,0.8697270810349096,0.9997799173050584,2.783283475546282,0.03065987867493035
23,0.0001044016300245458,"[0.9088888117103299, 0.8947515847451466, 0.9292627400655239, 0.8879116470283226, 0.9488699460476151]","[0.8717686181457371, 0.8691589232739801, 0.8805792535558763, 0.864521589983714, 0.8852097973479738]","[0.9998174030960827, 0.9997901500271023, 0.9998416780475929, 0.999659189820632, 0.999821343673338]","[2.78047483295215, 2.763700658046229, 2.809683671668993, 2.7520924268326685, 2.8339010870689267]",0.9139369459193876,0.8742476364614562,0.9997859529329496,2.787970535313794,0.030045056297403807
24,0.00039070605721230997,"[0.9087627731171759, 0.894445996927876, 0.9290758158282822, 0.8877796908377777, 0.9488210683380642]","[0.8703665099780035, 0.8615966029091999, 0.876459575177627, 0.8608952188372812, 0.8829471427383662]","[0.9998137194194807, 0.9997804286893942, 0.9998387083172711, 0.9996535440319301, 0.999816759812811]","[2.7789430025146604, 2.75582302852647, 2.8053740993231804, 2.748328453706989, 2.8315849708892413]",0.9137770690098354,0.8704530099280955,0.9997806320541776,2.7840107109921086,0.031026295823709388
25,0.0020509818304698755,"[0.9086649376179939, 0.8944312007452909, 0.9289549160854859, 0.888089090260168, 0.9487490117204871]","[0.8598436043709698, 0.8549334291276746, 0.8633411510911216, 0.8537609842807602, 0.8792879115270311]","[0.9998063727172786, 0.9997707634907569, 0.9998281292553653, 0.9996493159051947, 0.9998092428760771]","[2.7683149147062425, 2.7491353933637224, 2.7921241964319727, 2.7414993904461227, 2.8278461661235954]",0.9137778312858853,0.8622334160795114,0.9997727648489345,2.775784012214331,0.03136507957572515
26,0.0057613162831832735,"[0.90365901914496, 0.8942562444025459, 0.9287469538039591, 0.888071008282715, 0.948656240447291]","[0.8521423872922914, 0.8477177150315136, 0.8554078603389117, 0.8507062824044, 0.8737790968342973]","[0.9997987566414811, 0.999755922974305, 0.9998194104817046, 0.9996323988543072, 0.999801917913682]","[2.7556001630787326, 2.7417298824083645, 2.7839742246245756, 2.738409689541422, 2.8222372551952706]",0.9126778932162942,0.8559506683802829,0.9997616813730958,2.768390242969673,0.031354603370426545
27,0.0003384950151299998,"[0.908802813157216, 0.894445996927876, 0.9290758158282822, 0.8877796908377777, 0.9488240275745811]","[0.8706384649507067, 0.8615966029091999, 0.876459575177627, 0.8608952188372812, 0.8832424172730049]","[0.9998140312489779, 0.9997812571694792, 0.9998396629584989, 0.999654681151949, 0.9998176162125835]","[2.7792553093569006, 2.755823857006555, 2.8053750539644082, 2.748329590827008, 2.8318840610601694]",0.9137856688651466,0.8705664558295639,0.9997814497482977,2.7841335744430085,0.03110778757414528
28,0.0011536490635930942,"[0.9087568546441419, 0.894445996927876, 0.9289979552634127, 0.8877396507977378, 0.9487536147124318]","[0.8681763707543605, 0.8599491374714119, 0.8699664048073091, 0.8551921767566408, 0.8799898989850631]","[0.9998091266663011, 0.9997743123197275, 0.9998327381717445, 0.9996483411477157, 0.9998121703720811]","[2.7767423520648036, 2.754169446719015, 2.798797098242466, 2.7425801687020943, 2.8285556840695762]",0.9137388144691201,0.8666547977549571,0.9997753377355141,2.780168949959591,0.03094807316972222
29,0.000131621686331869,"[0.9088087316302499, 0.8947515847451466, 0.9292627400655239, 0.8878286079306363, 0.9488299460476152]","[0.8711656370604266, 0.8691589232739801, 0.8805792535558763, 0.8634400670506056, 0.8845493112284672]","[0.999816846793147, 0.9997890769276271, 0.9998414111001533, 0.9996582213187303, 0.9998210584864634]","[2.779791215483823, 2.763699584946754, 2.8096834047215538, 2.7509268962999722, 2.833200315762546]",0.9138963220838343,0.8737786384338712,0.9997853229252242,2.78746028344293,0.030146613237605153
30,91.74190973811967,"[0.2852885073695573, 0.2872672602820542, 0.2826951849140723, 0.28054021980315264, 0.2808520371376064]","[0.3032765567835423, 0.30509963208271035, 0.3015466790002422, 0.2999276979401783, 0.29815202415506914]","[0.7402395815906453, 0.7428549073925181, 0.7403369164383968, 0.7483021626210423, 0.7401909103463342]","[1.328804645743745, 1.3352217997572826, 1.3245787803527114, 1.3287700803643734, 1.3191949716390097]",0.2833286419012886,0.3016005179923485,0.7423848956777872,1.3273140555714245,0.0052967072751318985
31,0.00010370172588379383,"[0.9088888117103299, 0.8947515847451466, 0.9292627400655239, 0.8879116470283226, 0.9488699460476151]","[0.8717686181457371, 0.8691589232739801, 0.8805792535558763, 0.864521589983714, 0.8852097973479738]","[0.9998174041994694, 0.9997901507305107, 0.9998416784819976, 0.9996591913583305, 0.999821345552227]","[2.7804748340555365, 2.7637006587496376, 2.809683672103398, 2.752092428370367, 2.833901088947816]",0.9139369459193876,0.8742476364614562,0.999785954064507,2.787970536445351,0.03004505639870966
32,0.0002485816750077995,"[0.908802813157216, 0.894486036967916, 0.9290850207529171, 0.8877796908377777, 0.9488240275745811]","[0.8706384649507067, 0.8635231613153745, 0.877487069480417, 0.8608952188372812, 0.8832424172730049]","[0.99981526085757, 0.9997818391082255, 0.9998403043949203, 0.9996554507326156, 0.9998189652598269]","[2.779256538965493, 2.757791037391516, 2.8064123946282544, 2.7483303604076745, 2.831885410107413]",0.9137955178580816,0.8711572663713568,0.9997823640706317,2.7847351483000704,0.030901000149695646
33,0.000110365171379648,"[0.9088487716702899, 0.8947515847451466, 0.9292627400655239, 0.8878716069882825, 0.9488699460476151]","[0.8714625559190009, 0.8691589232739801, 0.8805792535558763, 0.8641404547729857, 0.8852097973479738]","[0.9998172648185987, 0.9997897777681382, 0.9998416571883232, 0.9996591350263734, 0.9998213422304627]","[2.7801285924078893, 2.763700285787265, 2.8096836508097236, 2.7516711967876417, 2.8339010856260516]",0.9139209299033716,0.8741101969739633,0.9997858354063792,2.7878169622837143,0.030163355155566552
34,0.0007023289789654864,"[0.9087568546441419, 0.894445996927876, 0.9290009142810187, 0.8877796908377777, 0.9487536147124318]","[0.8681763707543605, 0.8599491374714119, 0.8707297995647814, 0.8597312420394969, 0.8799898989850631]","[0.9998110165201319, 0.9997772469822082, 0.9998353390947535, 0.9996507367558022, 0.9998142632847532]","[2.7767442419186343, 2.754172381381496, 2.7995660529405537, 2.7471616696330767, 2.8285577769822483]",0.9137474142806493,0.8677152897630227,0.9997777205275298,2.7812404245712017,0.029963366476484538
35,0.1360556412764255,"[0.9017338173877972, 0.8847246500996937, 0.8901163080752842, 0.8698271019244868, 0.9133247119762015]","[0.8279402709769675, 0.8210245703120498, 0.8003352936808952, 0.8160004758263752, 0.8351709675392979]","[0.999657454645078, 0.9995775896588194, 0.999741706538443, 0.9994250564837611, 0.9997185144490914]","[2.7293315430098426, 2.705326810070563, 2.6901933082946226, 2.6852526342346232, 2.748214193964591]",0.8919453178926927,0.8200943156671172,0.9996240643550387,2.7116636979148483,0.023861138172766288
36,0.0002604548356313414,"[0.908802813157216, 0.894486036967916, 0.9290850207529171, 0.8877796908377777, 0.9488240275745811]","[0.8706384649507067, 0.8635231613153745, 0.877487069480417, 0.8608952188372812, 0.8832424172730049]","[0.9998151341435046, 0.9997817947321128, 0.9998402574891854, 0.9996553324679102, 0.9998180114854905]","[2.7792564122514274, 2.757790993015403, 2.8064123477225196, 2.748330242142969, 2.8318844563330767]",0.9137955178580816,0.8711572663713568,0.9997821060636408,2.7847348902930795,0.03090074260422047
37,0.0012451166479602348,"[0.9087168146041019, 0.894445996927876, 0.9289979552634127, 0.8877396507977378, 0.9487536147124318]","[0.8659321706299596, 0.8599491374714119, 0.8687160033782709, 0.8551921767566408, 0.8799898989850631]","[0.9998089354396478, 0.9997739932729611, 0.9998321773496984, 0.9996480801346251, 0.9998114536849566]","[2.774457920673709, 2.754169127672249, 2.7975461359913822, 2.7425799076890036, 2.8285549673824515]",0.913730806461112,0.8659558774442694,0.9997749279763779,2.7794616118817594,0.030861673168979878
38,0.000672047154718635,"[0.908759813880659, 0.894445996927876, 0.9290055167433361, 0.8877796908377777, 0.9487536147124318]","[0.8703596784928177, 0.8599491374714119, 0.8712233596572166, 0.8597312420394969, 0.8799898989850631]","[0.9998111136186796, 0.9997776214825884, 0.9998354477201916, 0.9996508832059168, 0.9998143346278977]","[2.7789306059921564, 2.7541727558818763, 2.8000643241207444, 2.7471618160831914, 2.8285578483253926]",0.9137489266204162,0.8682506633292013,0.9997778801310548,2.781777470080672,0.029970589591167555
39,0.0035047180103440216,"[0.9086649376179939, 0.894265122112097, 0.9289595185478031, 0.888086131242562, 0.9487236940729233]","[0.8580856218564216, 0.8496281517562888, 0.8590402354081629, 0.8532373937034872, 0.8744205487395721]","[0.9998041481169371, 0.999766217439012, 0.9998243088078191, 0.9996439262429091, 0.9998069372979224]","[2.766554707591353, 2.7436594913073975, 2.787824062763785, 2.7409674511889586, 2.822951180110418]",0.913739880718676,0.8588823902927866,0.9997691075809199,2.7723913785923826,0.030468057237258796
40,0.00022644915619475937,"[0.9088087316302499, 0.8945306789407678, 0.9290879797705232, 0.887782649855384, 0.9488299460476152]","[0.8711656370604266, 0.8678751142605506, 0.8778203842928497, 0.8612041866755266, 0.8845493112284672]","[0.9998155062372293, 0.9997829346120507, 0.999840367128565, 0.9996555147631416, 0.999819224044895]","[2.7797898749279057, 2.762188727813369, 2.806748731191938, 2.7486423512940523, 2.8331984813209776]",0.913807997248908,0.872522926703564,0.9997827093571763,2.786113633309648,0.03052631053969846
41,0.00014414514359827995,"[0.9088087316302499, 0.8946841311195142, 0.9292627400655239, 0.8878286079306363, 0.9488299460476152]","[0.8711656370604266, 0.8691228646427612, 0.8805792535558763, 0.8634400670506056, 0.8845493112284672]","[0.9998168075435784, 0.9997887303257174, 0.9998412554094098, 0.999656669359318, 0.9998210337776053]","[2.7797911762342546, 2.763595726087993, 2.80968324903081, 2.75092534434056, 2.833200291053688]",0.9138828313587078,0.8737714267076274,0.9997848992831259,2.787439157349461,0.03016335638662343
42,0.00010939450846414468,"[0.9088487716702899, 0.8947515847451466, 0.9292627400655239, 0.8878716069882825, 0.9488699460476151]","[0.8714625559190009, 0.8691589232739801, 0.8805792535558763, 0.8641404547729857, 0.8852097973479738]","[0.9998172681872651, 0.9997897853335315, 0.999841666305801, 0.999659140492605, 0.9998213432646478]","[2.780128595776556, 2.763700293352658, 2.8096836599272015, 2.751671202253873, 2.8339010866602368]",0.9139209299033716,0.8741101969739633,0.9997858407167701,2.787816967594105,0.030163354101942173
43,0.0004485210935263447,"[0.9087627731171759, 0.894445996927876, 0.9290728568106762, 0.8877796908377777, 0.9488210683380642]","[0.8703665099780035, 0.8615966029091999, 0.8731247519591534, 0.8606003975898253, 0.8829471427383662]","[0.9998123610024835, 0.9997792322319562, 0.9998370696055247, 0.9996529302128165, 0.9998159520157156]","[2.778941644097663, 2.755821832069032, 2.8020346783753545, 2.7480330186404194, 2.831584163092146]",0.9137764772063139,0.8697270810349096,0.9997795090136993,2.783283067254923,0.030659915521666272
44,0.00010219421482696418,"[0.9088888117103299, 0.8947515847451466, 0.9292627400655239, 0.8879116470283226, 0.9488699460476151]","[0.8717686181457371, 0.8691589232739801, 0.8805792535558763, 0.864521589983714, 0.8852097973479738]","[0.9998174052336695, 0.9997901532648084, 0.9998416803578738, 0.9996592282945826, 0.9998213744564888]","[2.7804748350897364, 2.763700661283935, 2.809683673979274, 2.752092465306619, 2.8339011178520774]",0.9139369459193876,0.8742476364614562,0.9997859683214847,2.7879705507023287,0.030045056224694028
45,0.00023103154341392863,"[0.908805772393733, 0.8944906389007277, 0.9290879797705232, 0.887782649855384, 0.9488269868110981]","[0.8708978907944968, 0.8640438166071002, 0.8778203842928497, 0.8612041866755266, 0.8842439063865594]","[0.9998155019890109, 0.9997829298021543, 0.999840354714575, 0.9996555087294577, 0.9998190994975518]","[2.7795191651772404, 2.758317385309982, 2.8067487187779476, 2.7486423452603685, 2.8328899926952094]",0.9137988055462932,0.8716420369513065,0.9997826789465499,2.7852235214441494,0.0310808265490674
46,0.0009942230238677156,"[0.9087568546441419, 0.894445996927876, 0.9290009142810187, 0.8877796908377777, 0.9487536147124318]","[0.8681763707543605, 0.8599491374714119, 0.8707297995647814, 0.8590237232600159, 0.8799898989850631]","[0.9998097109848046, 0.9997753382619, 0.9998331089107427, 0.9996486659725243, 0.9998132327461481]","[2.776742936383307, 2.7541704726611878, 2.799563822756543, 2.746452080070318, 2.828556746443643]",0.9137474142806493,0.8675737860071265,0.9997760113752239,2.781097211663,0.03012546197631683
47,0.00198124880422364,"[0.9086649376179939, 0.8944312007452909, 0.9289549160854859, 0.8880950082953804, 0.9487490117204871]","[0.8598436043709698, 0.8549334291276746, 0.8633411510911216, 0.8548828468316276, 0.8792879115270311]","[0.9998067382053271, 0.9997709248305087, 0.9998284140804017, 0.9996463600685412, 0.9998096011675416]","[2.7683152801942907, 2.749135554703474, 2.792124481257009, 2.7426242151955496, 2.82784652441506]",0.9137790148929277,0.8624577885896849,0.999772407670464,2.7760092111530765,0.031121558175636433
48,0.0005225489559498235,"[0.9087627731171759, 0.894445996927876, 0.9290055167433361, 0.8877796908377777, 0.9487536147124318]","[0.8703665099780035, 0.8615966029091999, 0.8730886896203338, 0.8606003975898253, 0.8829108438224539]","[0.9998117673121376, 0.9997789487893302, 0.9998365996786496, 0.9996524673419444, 0.9998156073052619]","[2.778941050407317, 2.755821548626406, 2.8019308060423196, 2.7480325557695475, 2.8314800658401476]",0.9137495184677196,0.8697126087839633,0.9997790780854647,2.7832412053371476,0.030614593735916778
