trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,188,36,7,6,log2,True,gini,balanced_subsample,"[0.9622339292916386, 0.9691614017882115, 0.9190147563976561, 0.9534577647603143, 0.9661301000165615]","[0.76908619650248, 0.7811155815493087, 0.7661206842985867, 0.785133228714519, 0.7769392549256809]","[0.9992158228331424, 0.9995765598643306, 0.9989278064512669, 0.9996261356486719, 0.9992204935157826]","[2.730535948627261, 2.749853543201851, 2.6840632471475097, 2.7382171291235053, 2.742289848458025]",0.9539995904508765,0.7756789891981151,0.9993133636626389,2.7289919433116303,0.02331573020923151
1,119,35,13,1,sqrt,False,gini,balanced_subsample,"[0.9593205056286546, 0.970554495288232, 0.9202158625981283, 0.9594142355321305, 0.9689763895861934]","[0.7910830128448816, 0.8153424971442648, 0.7971880262051573, 0.8215530300365887, 0.8094817765751458]","[0.9996261826997916, 0.9997563050437754, 0.999215946448803, 0.9998060622996381, 0.9994770281555447]","[2.750029701173328, 2.785653297476272, 2.7166198352520885, 2.7807733278683573, 2.7779351943168837]",0.9556962977266676,0.8069296685612075,0.9995763049295107,2.7622022712173857,0.02595492083205496
2,126,13,9,10,sqrt,True,entropy,balanced,"[0.9548690641002782, 0.9640508430638874, 0.9118210378237793, 0.9317524003442257, 0.9528717069162114]","[0.6867417180133418, 0.6773092424955612, 0.6672462293674034, 0.6599257710744871, 0.6703011305679376]","[0.9983259263081549, 0.9989114150294978, 0.9965549491169934, 0.9981449842663674, 0.9978817563123874]","[2.639936708421775, 2.6402715005889466, 2.575622216308176, 2.5898231556850804, 2.6210545937965364]",0.9430730104496764,0.6723048183037463,0.9979638062066801,2.613341634960103,0.026335826321119433
3,106,22,10,3,,True,entropy,balanced,"[0.9256193915516729, 0.9220086719999516, 0.8930594417186214, 0.9155722163560582, 0.9389188095173243]","[0.7560177737336602, 0.7933206915411064, 0.7624695043588029, 0.7785100555847311, 0.7909641506361542]","[0.9979452949122732, 0.9937551363465965, 0.9830226669766678, 0.9991137109266471, 0.9939573830644264]","[2.6795824601976066, 2.7090844998876547, 2.638551613054092, 2.6931959828674366, 2.723840343217905]",0.9190357062287257,0.7762564351708908,0.9935588384453222,2.688850979844939,0.02921801392922892
4,179,7,11,4,log2,True,gini,balanced,"[0.9118859476397894, 0.9093644874372394, 0.8462345048682413, 0.8970655596249628, 0.9222093916815522]","[0.5354408355855256, 0.49121201735613, 0.4895435326725023, 0.4757766004182807, 0.47724520157145667]","[0.9936064780783529, 0.9931152795180384, 0.9923122104416727, 0.9933632963856716, 0.9934069902230399]","[2.440933261303668, 2.393691784311408, 2.3280902479824164, 2.366205456428915, 2.3928615834760487]",0.8973519782503571,0.49384363752077903,0.993160850929355,2.384356466700491,0.03702908423534586
5,161,5,6,10,log2,True,gini,balanced_subsample,"[0.8660300279715212, 0.8720872394260168, 0.8266501605475741, 0.8523713062382471, 0.8649474790295629]","[0.4224100166309404, 0.3976219008922549, 0.4133666696922007, 0.4194238305686681, 0.42002741975481833]","[0.990046848569974, 0.9895657608612684, 0.9888824869278428, 0.9902530626139568, 0.9886212365030351]","[2.2784868931724356, 2.2592749011795403, 2.2288993171676177, 2.262048199420872, 2.2735961352874163]",0.8564172426425843,0.41456996750777647,0.9894738790952153,2.2604610892455765,0.017306244302380418
6,88,7,4,6,log2,False,entropy,balanced,"[0.9299902556319476, 0.931315761604822, 0.881325253094519, 0.8980380040564434, 0.9254341559676891]","[0.48259836868399525, 0.4561045662123917, 0.47709570697447634, 0.4446631287010462, 0.4539361089153142]","[0.9940114190831781, 0.9953492200993006, 0.9932606945645897, 0.994204902241932, 0.9940848380683768]","[2.406600043399121, 2.3827695479165145, 2.351681654633585, 2.3369060349994215, 2.37345510295138]",0.9132206860710841,0.4628795758974447,0.9941822148114754,2.3702824767800044,0.024269056833675653
7,170,43,16,7,sqrt,True,entropy,balanced_subsample,"[0.9525876135102748, 0.9441145646024728, 0.918927943024929, 0.953977263211587, 0.9686673982951437]","[0.764658092378799, 0.76083302233336, 0.7603513346436995, 0.7743025761700959, 0.7833631370979145]","[0.9991770676317118, 0.9995831061479773, 0.9970983775062331, 0.9996080179988581, 0.9989776796557834]","[2.7164227735207858, 2.70453069308381, 2.6763776551748615, 2.727887857380541, 2.7510082150488415]",0.9476549565288813,0.7687016325247737,0.9988888497881128,2.715245438841768,0.02476167768681388
8,263,29,3,5,sqrt,True,gini,balanced,"[0.9599378357953983, 0.9715289314478441, 0.9169605390116079, 0.9545750043562679, 0.9686929776467802]","[0.7691000285318796, 0.7930203875180892, 0.7695393021527751, 0.7943463572229328, 0.782661810484715]","[0.9993469507944946, 0.9996576340686958, 0.998825700357768, 0.9996462117316446, 0.9993454264185075]","[2.7283848151217724, 2.764206953034629, 2.685325541522151, 2.748567573310845, 2.750700214550003]",0.9543390576515798,0.7817335771820784,0.999364384674222,2.73543701950788,0.027546250030875914
9,85,22,2,3,sqrt,False,gini,balanced,"[0.9640529914747163, 0.9563808666364408, 0.9055201476907133, 0.9471092181591821, 0.963010855372065]","[0.7575210813378235, 0.7436128345446182, 0.7424592503730989, 0.7599023018372623, 0.7469860279712188]","[0.9987728634162951, 0.9992678104860517, 0.9982840200531711, 0.9992479943743677, 0.9990716450379169]","[2.720346936228835, 2.699261511667111, 2.646263418116983, 2.706259514370812, 2.7090685283812004]",0.9472148158666235,0.7500962992128043,0.9989288666735605,2.6962399817529885,0.025895538042133855
10,243,48,16,1,,False,gini,balanced_subsample,"[0.931492185226432, 0.9280901262762069, 0.8966626667469167, 0.925923112203749, 0.9388153646372237]","[0.7339439053284074, 0.7695019774709442, 0.746852966629099, 0.744791588935757, 0.7407549195516394]","[0.9762246363845744, 0.970996354732066, 0.956963753353731, 0.9818771774021067, 0.9789473003086663]","[2.6416607269394135, 2.668588458479217, 2.600479386729747, 2.652591878541613, 2.6585175844975293]",0.9241966910181058,0.7471690715831694,0.9730018444362288,2.6443676070375037,0.02361361145653801
11,300,32,14,1,sqrt,False,gini,balanced_subsample,"[0.9610687150015278, 0.97179263405149, 0.9225399299311166, 0.9556995128669434, 0.9712992863286303]","[0.7854751130072389, 0.811501169039751, 0.7930364153954375, 0.8169253598243448, 0.7965807629235425]","[0.9995798445954681, 0.9997371203236292, 0.9991854872139824, 0.9997882944800408, 0.999458691886893]","[2.746123672604235, 2.78303092341487, 2.7147618325405363, 2.772413167171329, 2.7673387411390657]",0.9564800156359416,0.8007037640380629,0.9995498877000027,2.756733667374007,0.024182914989876653
12,296,34,20,1,sqrt,False,gini,balanced_subsample,"[0.9592547516314993, 0.9699249883828789, 0.9205148631550903, 0.959513707136635, 0.9718386558948222]","[0.7931843593897281, 0.8294257417424414, 0.7931765366269292, 0.8242717234570607, 0.8047456175594297]","[0.9996000492213681, 0.9997532151419318, 0.9990789322191523, 0.9998016848044331, 0.9994889447436432]","[2.7520391602425955, 2.799103945267252, 2.712770332001172, 2.783587115398129, 2.776073218197895]",0.9562093932401851,0.8089607957551179,0.9995445652261058,2.764714754221409,0.030088838008760683
13,220,40,20,1,sqrt,False,gini,balanced_subsample,"[0.9600712499672436, 0.9496325746504415, 0.9239923436538855, 0.9526542580905649, 0.9691706883513901]","[0.8000281586330763, 0.8384575936201075, 0.7985479298519295, 0.8286716676853676, 0.8261388750657679]","[0.9996799244010539, 0.9997645110174678, 0.9993818312111513, 0.9998203665942624, 0.999498623633186]","[2.759779333001374, 2.787854679288017, 2.721922104716966, 2.7811462923701953, 2.794808187050344]",0.9511042229427051,0.8183688449712496,0.9996290513714243,2.769102119285379,0.026345362592530047
14,226,41,19,3,sqrt,False,gini,balanced_subsample,"[0.9594283032841711, 0.9713720394291286, 0.923778520076973, 0.9587516611187615, 0.9713595934662936]","[0.7923238896113837, 0.8330861374134159, 0.7852432314992474, 0.8122303936927077, 0.8072562122655728]","[0.9995068318636605, 0.9997063985537009, 0.999031497923363, 0.9997803548625701, 0.9993699449474306]","[2.7512590247592152, 2.8041645753962454, 2.7080532494995833, 2.770762409674039, 2.777985750679297]",0.9569380234750655,0.8060279728964655,0.9994790056301449,2.762445002001676,0.03204623463432761
15,283,47,19,2,sqrt,False,gini,balanced_subsample,"[0.9590560862949178, 0.9571439915132683, 0.9214329032248207, 0.9528861801412168, 0.9691910477437975]","[0.8051655941555588, 0.8346474537660762, 0.7963930233170704, 0.8295017944522323, 0.8281490611829083]","[0.999503818993994, 0.9997260705614708, 0.999096605832912, 0.999792076827522, 0.9992508845324838]","[2.7637254994444707, 2.791517515840815, 2.716922532374803, 2.782180051420971, 2.7965909934591897]",0.9519420417836043,0.8187713853747691,0.9994738913496766,2.77018731850805,0.02889584592750924
16,228,50,18,8,,False,gini,balanced_subsample,"[0.9168070433472288, 0.923220306266597, 0.8966436474809424, 0.9077425142181822, 0.947407738219719]","[0.6747733497996403, 0.722575429534629, 0.6945955025700397, 0.6752259200331224, 0.6982627323255437]","[0.9715479147116981, 0.9725099399953068, 0.962823663182518, 0.9752661020482273, 0.984403631581028]","[2.5631283078585674, 2.618305675796533, 2.5540628132335, 2.558234536299532, 2.6300741021262906]",0.9183642499065339,0.693086586852595,0.9733102503037555,2.5847610870628843,0.032534682463652195
17,270,43,17,2,sqrt,False,gini,balanced_subsample,"[0.9621425719350062, 0.9566065349595094, 0.9227368505326906, 0.960186232222671, 0.9687239403042942]","[0.8018887334342046, 0.8385981278081583, 0.7949193410254821, 0.8273468390967331, 0.8187980913106196]","[0.9995706221221508, 0.9997213764846299, 0.9992347234377228, 0.9997963061132737, 0.9993824242506615]","[2.7636019274913615, 2.7949260392522977, 2.7168909149958953, 2.7873293774326777, 2.7869044558655753]",0.9540792259908344,0.8163102265350396,0.9995410904816877,2.769930543007561,0.02852669452829223
18,270,45,17,4,sqrt,False,entropy,balanced_subsample,"[0.9606034487303154, 0.9574645816819541, 0.921980431756159, 0.9554886396956604, 0.9676784420368025]","[0.7903104749786419, 0.7997321875857513, 0.7774379908950131, 0.8094266276607759, 0.8084904098603022]","[0.9992451175275032, 0.9996233724670996, 0.9850494360520656, 0.9996805280323089, 0.9988026354985772]","[2.7501590412364605, 2.756820141734805, 2.6844678587032376, 2.764595795388745, 2.774971487395682]",0.9526431087801782,0.7970795381960969,0.9964802179155109,2.746202864891786,0.031954725537764246
19,270,50,14,2,,False,gini,balanced_subsample,"[0.9328624774414337, 0.9283081301693195, 0.894464890049236, 0.9240270733158599, 0.9380682819264474]","[0.7330410273660933, 0.7724925712851504, 0.7375111935726218, 0.7411992052505214, 0.750135876089374]","[0.9784080136164951, 0.971323890576404, 0.9556985453557515, 0.9823483993137949, 0.9789154452163313]","[2.644311518424022, 2.672124592030874, 2.5876746289776094, 2.647574677880176, 2.6671196032321527]",0.9235461705804593,0.7468759747127522,0.9733388588157554,2.643761004108967,0.030035465442776445
20,204,24,13,4,sqrt,False,gini,balanced_subsample,"[0.968357098171769, 0.9670296278118273, 0.9175874843509895, 0.9497300699350386, 0.9642812104639928]","[0.7610990632424138, 0.7537017391810054, 0.7586730628487928, 0.7899899897354647, 0.7593265571722475]","[0.9989733650466347, 0.999465013999176, 0.9987767708896503, 0.9994404177775569, 0.9992395728015769]","[2.7284295264608174, 2.7201963809920087, 2.6750373180894327, 2.7391604774480602, 2.7228473404378173]",0.9533970981467235,0.7645580824359849,0.9991790281029189,2.717134208685627,0.02203136714213298
21,248,40,20,2,sqrt,False,gini,balanced_subsample,"[0.9595879726651063, 0.966323201976127, 0.9229323756425194, 0.9599673296213502, 0.9714409723834294]","[0.793090466235663, 0.831341288123089, 0.788860282019569, 0.8176625654800306, 0.8100779369452751]","[0.9995660684377854, 0.999727848817455, 0.9991006771936201, 0.9997919216595221, 0.9994163695683942]","[2.752244507338555, 2.797392338916671, 2.7108933348557085, 2.777421816760903, 2.7809352788970987]",0.9560503704577064,0.8082065077607254,0.9995205771353554,2.763777455353787,0.03013389783839787
22,53,38,18,2,sqrt,False,gini,balanced_subsample,"[0.9615136626278131, 0.9657364162180532, 0.9218728840152904, 0.9536326336950629, 0.9685327293383206]","[0.7930639881893343, 0.8117459059817047, 0.7836275514616049, 0.8160322701634193, 0.8085266205617202]","[0.9995439707524507, 0.999701993350929, 0.9986928376415082, 0.9997882202917013, 0.999309393490803]","[2.754121621569598, 2.777184315550687, 2.7041932731184035, 2.7694531241501834, 2.7763687433908437]",0.954257665178908,0.8025992672715565,0.9994072831054785,2.7562642155559436,0.02731945712669081
23,211,45,16,2,sqrt,False,gini,balanced_subsample,"[0.9580990196264968, 0.9563012188824281, 0.9210673104109364, 0.9527734079082181, 0.9694188411710275]","[0.8006086222794474, 0.8332612933146654, 0.7970636531241558, 0.8267974107480229, 0.8214807010625494]","[0.9995173082127323, 0.9997170113448199, 0.9991990552448591, 0.9997933098117318, 0.9993561456363109]","[2.7582249501186764, 2.7892795235419134, 2.7173300187799514, 2.779364128467973, 2.790255687869888]",0.9515319595998213,0.8158423361057683,0.9995165660500909,2.7668908617556807,0.027328098504530805
24,280,45,20,3,sqrt,False,gini,balanced_subsample,"[0.9628303222655253, 0.9653479496295297, 0.9239512457956532, 0.9558531004263444, 0.9724542351990538]","[0.7953696988610686, 0.8318535210902854, 0.7856853941896483, 0.813830429163846, 0.8165332180324825]","[0.9994540379083797, 0.9997043194624434, 0.9990614571497864, 0.9997786048571817, 0.999250030980297]","[2.7576540590349734, 2.7969057901822585, 2.708698097135088, 2.769462134447372, 2.7882374842118334]",0.9560873706632214,0.8086544522674661,0.9994496900716177,2.764191513002305,0.030978927102856112
25,254,30,18,2,sqrt,False,gini,balanced_subsample,"[0.9557909994400708, 0.966780232693321, 0.9187449885000598, 0.9533793514245484, 0.9696470818656759]","[0.7731141017868332, 0.8081971217551849, 0.7760818242624833, 0.8107313532203847, 0.7855627539217488]","[0.9994350568894026, 0.9996768984970474, 0.9991472886816737, 0.9997117059811267, 0.9994076821906335]","[2.7283401581163065, 2.7746542529455533, 2.6939741014442165, 2.7638224106260596, 2.7546175179780583]",0.9528685307847352,0.7907374309893269,0.9994757264479768,2.7430816882220386,0.02894459385177341
26,231,38,17,5,sqrt,False,entropy,balanced_subsample,"[0.9599931618511746, 0.9659086522162065, 0.9208263374473925, 0.9555219413909353, 0.966173383672104]","[0.7790354199335277, 0.7800108224747347, 0.7690126944429188, 0.7802659935262827, 0.7958311541772035]","[0.9992456483413932, 0.9996326119159166, 0.9980768892800767, 0.9996709262088204, 0.9989527601473231]","[2.7382742301260956, 2.7455520866068577, 2.6879159211703882, 2.7354588611260384, 2.7609572979966304]",0.9536846953155627,0.7808312169109335,0.9991157671787061,2.733631679405202,0.02450962243886458
27,284,17,15,1,sqrt,False,gini,balanced_subsample,"[0.9585932339803458, 0.958594093570396, 0.9166275768995298, 0.9351132632313052, 0.9551288821203131]","[0.7034198377148598, 0.7241074000592853, 0.6968598151207339, 0.7194391086577716, 0.708473026024651]","[0.9975532113759736, 0.9984244038704889, 0.9973556985485788, 0.998655385206855, 0.9985556336825784]","[2.6595662830711793, 2.6811258975001704, 2.6108430905688422, 2.653207757095932, 2.6621575418275425]",0.9448114099603779,0.7104598375154604,0.9981088665368949,2.653380114012733,0.02321451484898405
28,152,42,19,8,log2,False,gini,balanced_subsample,"[0.9642622412740558, 0.9674449271700386, 0.9191694555943658, 0.9531918082437316, 0.9654005654725794]","[0.7649601395932806, 0.759442262510868, 0.7595557232731183, 0.7874960474200347, 0.7655368414207173]","[0.9990685834120461, 0.9995666012863803, 0.9989580600172384, 0.9996616272566203, 0.9991776820982488]","[2.7282909642793824, 2.726453790967287, 2.6776832388847223, 2.7403494829203865, 2.7301150889915453]",0.9538937995509544,0.7673982028436038,0.9992865108141068,2.7205785132086646,0.02198109583523942
29,188,47,19,4,,False,gini,balanced_subsample,"[0.9270743519637519, 0.9263132071008257, 0.8887067873106856, 0.9187860707768418, 0.9442961598696894]","[0.703378568148183, 0.7419705048064302, 0.7064656238976021, 0.7097138525646038, 0.7231938133222168]","[0.9769521736934478, 0.9722397553970695, 0.9572377278456772, 0.9814000352224089, 0.9832309014908344]","[2.6074050938053825, 2.6405234673043254, 2.552410139053965, 2.6098999585638545, 2.6507208746827406]",0.9210353154043588,0.7169444725478072,0.9742121187298876,2.6121919066820536,0.03431963008810849
30,202,37,8,3,log2,False,gini,balanced_subsample,"[0.9609464344508755, 0.9690524126163396, 0.9205219719196013, 0.9531877249948378, 0.9678627355291805]","[0.7763724978300214, 0.7844520966180012, 0.7735601432029121, 0.8049293985694357, 0.7906835194844413]","[0.9993464254621555, 0.9996385035815554, 0.9992210888065017, 0.9997218865793676, 0.9993642218224537]","[2.7366653577430524, 2.7531430128158965, 2.6933032039290152, 2.757839010143641, 2.7579104768360754]",0.9543142559021668,0.7859995311409623,0.9994584252504067,2.739772212293536,0.024507979987588628
31,210,45,16,2,sqrt,False,gini,balanced_subsample,"[0.9580990196264968, 0.956366915505057, 0.9210673104109364, 0.952776367144735, 0.9694247583307909]","[0.8006086222794474, 0.8335085679263634, 0.7970636531241558, 0.8268182014676654, 0.8215221875715446]","[0.9995174671502842, 0.9997168317173457, 0.9991998591267516, 0.9997942620577228, 0.9993564890622507]","[2.7582251090562284, 2.7895923151487665, 2.7173308226618436, 2.7793888306701233, 2.7903034349645863]",0.9515468742036033,0.8159042464738354,0.9995169818228711,2.76696810250031,0.027389657579366566
